Report_key,Date,Category,Coalition_forces_wounded,Coalition_forces_killed,Iraq_forces_wounded,Iraq_forces_killed,Civilian_wia,Civilian_kia,Enemy_wia,Enemy_kia,Enemy_detained,Total_deaths,Latitude,Longitude
DEE33EC4-F77B-CAA7-732DD7B953943285,1/1/07,Attack,0,0,0,2,0,0,0,0,0,2,33.27707672,44.33744049
DEBA7DA9-BE6E-E779-5CBC6DF16596E65D,1/1/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.4156189,43.31218719
865AE283-A25A-CDA1-05BEB3FDF02F3838,1/2/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.25618362,44.49863434
E1FCFFF4-ECE2-3A26-2F8E6315D8720A4C,1/2/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.21746826,44.51709747
7D02114B-B2DB-1682-C28D6834599E027B,1/2/07,Direct Fire,0,0,0,2,0,0,0,0,0,2,36.4106636,43.08616638
E457C21B-9FE6-4443-D9BA28B439B9A8CF,1/2/07,Direct Fire,0,0,0,0,2,1,0,0,0,1,36.33240128,42.38182831
E372D3D3-FF42-69D3-B4A31A9C5D8F1BAE,1/2/07,Indirect Fire,0,0,0,0,3,4,0,0,0,4,33.21234131,44.37762833
E3E320B9-B52B-9906-DB4093A7DEB43990,1/2/07,Direct Fire,0,0,0,0,0,3,0,0,0,3,33.88661575,44.81291199
E3EF3D45-B98C-0772-294DE86CB6E50FA0,1/2/07,Indirect Fire,0,0,0,0,3,4,0,0,0,4,33.2437706,44.35057068
E44622AB-D84E-A149-9082E8A550C8C9EA,1/2/07,Indirect Fire,0,0,0,0,0,2,0,0,0,2,36.32742691,43.18790817
E8139195-1143-D62E-D1C7D4B64359D2E6,1/3/07,Direct Fire,0,0,0,2,0,0,0,0,0,2,33.73561859,44.64159775
E964C9B1-D52E-5C1D-276F0FCF2375628B,1/3/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.38907623,44.36777115
E890DEE7-5056-9023-586DFCD138FAEA3F,1/3/07,Direct Fire,0,0,0,0,0,0,0,12,0,12,33.42541885,43.30160904
E83C8B35-1143-D62E-D1DAD92A50AF575A,1/3/07,Direct Fire,0,0,0,0,0,1,0,0,0,1,30.52185822,47.82102585
E7A48CCE-1143-D62E-D16064A03BF22B88,1/3/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,34.20264435,43.8722496
E98292CE-BE8D-16C0-DD320CF968A355B3,1/3/07,Direct Fire,0,0,0,0,0,0,0,2,0,2,36.31169128,43.21444321
761E7E9E-C49C-BA23-2AE26DA95A3605A7,1/3/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,36.29712296,43.20475388
EAA45328-0B59-5A42-87430B652B3E2625,1/3/07,Direct Fire,0,0,0,0,0,0,0,2,0,2,33.58307266,44.55052567
E9BEA41D-B8BC-A7C8-25D2744CA4F8FA4D,1/3/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.41472244,43.31063461
EBD90E75-CB31-9E15-998CDFA02A6F01BB,1/4/07,Sniper Ops,0,0,0,1,0,0,0,0,0,1,33.33271408,44.2865181
7B2FB6BC-024C-D94D-66876B672F944D6B,1/4/07,Direct Fire,0,0,0,2,0,0,0,0,0,2,33.77514648,44.08631516
72C2ABE1-D027-E949-ED9E54D3B819647E,1/4/07,Indirect Fire,0,0,0,0,3,5,0,0,0,5,33.27703094,44.32884979
ECB92C37-1143-D62E-D1F56B0F80436990,1/4/07,Direct Fire,0,0,0,0,3,0,0,1,0,1,34.0724678,44.86019135
76E19132-DA54-1163-7160BCE98E28C09E,1/4/07,Direct Fire,0,0,0,2,0,0,0,0,0,2,36.37099838,43.08602524
EE8F2E7F-B534-BD85-A385C20F60FC3E14,1/4/07,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.50711441,44.23491669
ED76C250-D719-7367-7F4B3C6B8AFF3D88,1/4/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.63490295,42.83296204
F0A94509-5056-9023-586CDBF9B30CCC6C,1/4/07,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.55721664,44.3891716
ED572B3E-9B13-727A-8EA398B92D2D7E94,1/4/07,Direct Fire,0,1,0,0,0,0,0,0,0,1,33.27758026,44.27294159
EDD42890-BA39-5B41-C79BBC471E7184B4,1/4/07,Direct Fire,0,0,0,1,0,0,1,1,0,2,33.30402374,44.31715012
EDF3B2DB-CDED-70D0-97E8B26868AA1637,1/4/07,Attack,0,0,0,1,0,0,0,0,0,1,33.26629257,44.34503555
EDCB88B2-FF6A-5167-3EDC97170AC99F96,1/4/07,Indirect Fire,0,0,0,0,3,1,0,0,0,1,33.46323013,44.14936447
76EA1982-FB3C-4411-EC8A687DBFF26415,1/4/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,36.38538361,43.19938278
76A26733-D31C-AF75-B9743C6A02930CD5,1/4/07,Attack,0,0,0,0,0,0,0,2,0,2,35.76823425,44.25324631
EDB9DDE8-C4B5-1288-22CCECBAE19651F0,1/4/07,Indirect Fire,0,0,0,0,2,1,0,0,0,1,33.46353912,44.14985657
EDF893DD-09D9-DA89-7C4A5321FE103A80,1/4/07,Attack,0,0,0,0,3,5,0,0,0,5,33.2752533,44.33423233
F0895584-5056-9023-58A3FF5AE1E37AF0,1/5/07,Direct Fire,0,0,0,0,0,0,0,2,0,2,35.31266022,43.97365189
7B1E8F8F-A8C7-CE78-5F5B089D208D3608,1/5/07,Direct Fire,0,0,0,2,0,0,0,0,0,2,33.27881622,44.32561493
F6672ABF-D191-434F-F89ECB8CD5C95606,1/5/07,Direct Fire,0,0,0,5,0,0,0,0,0,5,34.08790207,44.18811035
F136E9DD-5056-9023-58A783D1255E8174,1/5/07,Direct Fire,0,0,0,5,0,0,0,0,0,5,34.08700943,44.18920135
F18504C3-96B6-ED52-512ACE6CF2F98C50,1/5/07,Direct Fire,0,0,0,2,0,0,0,0,0,2,33.32477188,44.31774139
F18D6D4B-B8CE-513C-BFA58FB99A4DC7FE,1/5/07,Direct Fire,0,0,0,0,0,0,0,2,0,2,33.65106583,44.23537064
72DCE769-9C29-BB37-521C1BEEB02D39A0,1/5/07,Indirect Fire,0,0,0,0,11,4,0,0,0,4,33.25529099,44.50078583
F38172EC-C276-013C-5A211424C5C9A41F,1/5/07,Indirect Fire,0,0,0,0,0,1,0,0,0,1,33.25344086,44.4900589
F2A9714A-F232-86DC-20CE4B48F4E8546D,1/5/07,Indirect Fire,0,0,0,0,10,4,0,0,0,4,33.25794983,44.49003601
F4CA6D96-5056-9023-587B57F2B390C31F,1/5/07,Indirect Fire,0,0,0,0,0,1,0,0,0,1,33.31925201,44.48215866
625D1D6B-D109-60BC-0024699800736A3D,1/5/07,Indirect Fire,0,0,0,0,0,1,0,0,0,1,33.30134201,44.51341248
F3C86DA6-E3D1-2238-9FFDB082FA73EF17,1/5/07,Indirect Fire,0,0,0,0,0,1,0,0,0,1,33.325634,44.49823761
628A68D1-9D37-6BD0-086B84B1BE0428B0,1/5/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.24579239,44.39349365
F8895353-F44D-1A85-A3EAE070F07221B4,1/6/07,Ambush,1,0,4,0,0,27,0,0,0,27,33.33614349,44.38050079
F6AC4447-BA43-5D79-EA21AD5F167A5DDC,1/6/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.32485962,44.33385468
F76C784C-FCEC-B7DD-76B1EA2D2464C3C0,1/6/07,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.38376236,44.38716125
F73364EA-5056-9023-58CF81E95A50BD7F,1/6/07,Direct Fire,0,1,0,0,0,0,0,0,0,1,33.11290741,44.1843338
F826367E-5056-9023-58DAA0B69512B04F,1/6/07,Direct Fire,2,0,3,0,0,0,0,7,0,7,33.33403015,44.37647629
6178FA67-B5F7-7E8D-AD1B067526026F7A,1/7/07,Indirect Fire,0,0,0,0,0,2,0,0,0,2,33.32175827,44.4359436
FB468ED3-1143-D62E-D117B7339C28C18D,1/7/07,Direct Fire,0,1,0,0,0,0,0,0,0,1,34.03224945,44.2287178
FDC3E93A-A80E-C23F-5F1214C89FCE6696,1/7/07,Direct Fire,0,0,2,1,0,0,0,0,0,1,33.32722473,44.4477272
FC349083-1143-D62E-D1AE9CBD2F3576FB,1/7/07,Direct Fire,0,0,0,0,0,0,0,5,1,5,33.49080658,44.9919281
FDBEECC1-D655-35E2-4810756362716DAD,1/7/07,Sniper Ops,0,0,0,0,0,0,0,4,2,4,33.33862305,44.37888336
FBAE46E3-1143-D62E-D14DB9A295D2EAA2,1/7/07,Direct Fire,0,0,4,2,0,0,0,0,0,2,33.74283218,44.64156723
FC3857FE-5056-9023-5847C127B71E295C,1/7/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.42781067,43.31812668
61986010-0D64-7033-E5984BEED247F8A5,1/7/07,Indirect Fire,0,0,0,0,0,2,0,0,0,2,33.05980682,44.35835266
FC59BCB3-CCB3-7A16-EA5CDA510415B82E,1/7/07,Indirect Fire,0,0,0,0,11,2,0,0,0,2,33.28465271,44.40933609
6193E9BA-DD4E-9243-00A602BA258683A3,1/7/07,Indirect Fire,0,0,0,0,1,3,0,0,0,3,33.2873764,44.41253662
FC36E90B-09AE-1339-AEB0E49BDA62C785,1/7/07,Indirect Fire,0,0,0,0,0,2,0,0,0,2,33.28465271,44.40933609
FCE42066-5056-9023-589927A7DE2F5F28,1/7/07,Direct Fire,0,0,1,0,0,0,0,3,0,3,33.25570679,44.37171936
FC7B35D1-5056-9023-58EB984983917B55,1/7/07,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.25476837,44.37404251
57AF5700-98F8-E96B-85E9B0279A2EAA9F,1/7/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.40623093,44.3708725
FC9D948B-5056-9023-58565A441D5439F5,1/7/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.41560745,43.31216812
FFCC7D8C-5056-9023-58EAF64B7E46DACA,1/7/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.3486824,44.38826752
618ED83E-E66F-8461-BA42DB97A291D0E1,1/7/07,Indirect Fire,0,0,0,0,1,1,0,0,0,1,33.32077789,44.41876221
FD249B86-5056-9023-58F69F126F716B20,1/7/07,Direct Fire,0,1,0,0,0,0,0,0,0,1,33.63508987,44.23528671
FDC1C051-DADD-BF54-E2D41E03C3506779,1/7/07,Indirect Fire,0,0,1,1,0,0,0,0,0,1,33.32991791,44.44556046
FED7B835-5056-9023-58057C900D3818DC,1/7/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.97602463,44.92746735
FD7D4B9F-5056-9023-58D3E79CE272825C,1/7/07,Indirect Fire,0,0,2,1,0,0,0,0,0,1,33.33256531,44.43265152
00B40E7F-1143-D62E-D17322373AE44498,1/7/07,Direct Fire,0,0,0,0,0,0,0,8,0,8,33.49531555,45.00968933
FF3C4C41-5056-9023-587F2CCC746A87F9,1/7/07,Direct Fire,0,0,10,4,0,0,0,0,0,4,33.32204437,44.16627502
FF86F3B5-5056-9023-5835B0772E72D786,1/7/07,Indirect Fire,0,0,0,0,1,1,0,0,0,1,34.16121292,45.13822937
578C60BF-0134-9105-AF41DB82914B7DFE,1/8/07,Indirect Fire,0,0,0,0,3,1,0,0,0,1,33.85606766,44.52218246
00B2DEF1-5056-9023-58B30F6B4F2291C2,1/8/07,Direct Fire,0,0,0,0,4,4,0,0,0,4,33.30080414,44.30557251
00AC0A6D-5056-9023-581C138724EC5539,1/8/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.24154663,44.39041138
0267B705-EE00-9B29-13F0EE9F330FE5D8,1/8/07,Attack,0,0,7,8,0,0,0,17,24,25,33.33862305,44.37888336
0098A612-F89A-8752-BF3AC83C98B064E8,1/8/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.3650856,44.26905441
011BD615-5056-9023-58A3E502EE0F9276,1/8/07,Direct Fire,0,0,0,0,0,0,0,1,3,1,33.2556839,44.36916351
57F4E719-DBFE-B05C-A182129B52E7F34C,1/8/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.31574249,44.31566238
01C60216-BBC1-A017-08EC7F09933C21D2,1/8/07,Attack,0,0,0,1,0,0,0,0,0,1,33.31109238,44.29098892
025B145D-5056-9023-58FF1394DF9FFFD5,1/8/07,Indirect Fire,0,0,3,1,0,0,0,0,0,1,33.27573395,44.43087006
578805FF-BC65-C5CB-3283002485BDFE6B,1/8/07,Indirect Fire,0,0,0,0,0,1,0,0,0,1,33.25129318,44.41170502
5775164F-EC86-4F4B-4E1DD44C7698777B,1/8/07,Indirect Fire,0,0,0,0,3,2,0,0,0,2,33.27883911,44.32991028
01CAAA0B-1143-D62E-D11E4FB8E535950E,1/8/07,Direct Fire,0,0,0,0,0,0,0,2,0,2,33.7159729,44.64836884
58008889-0313-F164-1E798CB76EEF8BA2,1/8/07,Direct Fire,0,0,0,2,0,0,0,0,0,2,36.35919571,43.08074188
025CE1EC-B66B-7FB0-D8C6892BE7B73B62,1/8/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.32035065,44.33388901
01FC2F18-5056-9023-58F42C21E2ED45DE,1/8/07,Sniper Ops,0,0,0,1,0,0,0,0,0,1,33.41797638,43.27196503
57C045DE-DED6-1E48-FFDEF084CA8A3E60,1/8/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.27881622,44.32561493
580BE69F-D206-F025-7FAF7ABA2C54CA13,1/8/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.97602463,44.92746735
586102F9-EDEB-EBAC-31AE22356231A578,1/8/07,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.37657547,44.39258957
0319D726-5056-9023-58D106ACF84387D0,1/8/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.63800812,42.82642746
049189BF-1143-D62E-D1512765C8266E4C,1/9/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,30.52512932,47.77371979
07347D9C-5056-9023-5826513C447035C3,1/9/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.47483826,43.15644836
0691663A-5056-9023-58CF5CA606739DF1,1/9/07,Direct Fire,0,1,0,0,0,0,0,0,0,1,33.71948624,44.64619827
07259E91-5056-9023-58B34BAED5C9CF72,1/9/07,Direct Fire,1,0,0,0,0,0,0,1,0,1,33.42970276,43.29840469
0730A730-5056-9023-58027F8A4E6FF2F3,1/9/07,Direct Fire,0,0,0,0,0,0,0,3,0,3,33.48024368,45.04703522
06C23B62-B638-4523-6DBE3E7260BEC95C,1/9/07,Attack,0,0,0,1,0,0,0,0,0,1,33.30505371,44.34045029
08B1CC85-0747-45D7-0A2801FA2A6A103C,1/9/07,Attack,0,0,3,1,0,0,0,0,0,1,33.30587387,44.32540512
06FB516F-BA3A-D83D-F33ACB06937F715E,1/9/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.30445862,44.3421402
0727E297-DBCE-F4FB-92B96F99FCF0DCB5,1/9/07,Direct Fire,0,0,0,0,0,0,0,2,0,2,33.25543594,44.39409256
085375BE-5056-9023-58FBEFBFC1047D05,1/9/07,Direct Fire,0,0,0,0,1,1,0,0,0,1,36.38407516,43.17265701
073CB67A-5056-9023-584C7F8730384EC5,1/9/07,Sniper Ops,0,1,0,0,0,0,0,0,0,1,33.44471359,43.35058594
092C18B9-5056-9023-581CDA6546E779C0,1/9/07,Indirect Fire,0,0,0,0,1,2,0,0,0,2,33.41268921,44.43508911
576FA858-B42C-5CB2-45116E3DEC302740,1/9/07,Indirect Fire,0,0,0,0,0,4,0,0,0,4,33.38387299,44.40974045
127B49E2-D56B-9A84-B26CB9C020ECAA8F,1/10/07,Direct Fire,0,0,0,0,1,1,0,0,0,1,33.33666611,44.2850647
0F5BFDF0-5056-9023-584B46C6EC4722BF,1/10/07,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.2987442,44.34157181
0C09264D-F5B4-416F-96352779380B7DBF,1/10/07,Sniper Ops,0,0,0,1,0,0,0,0,0,1,33.3674469,44.37115479
0D028F9A-5056-9023-58A0A0C034775888,1/10/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.41472244,43.31063461
0DDD580F-5056-9023-5874B73AAF86B815,1/10/07,Direct Fire,0,0,0,0,2,4,0,0,0,4,33.78426361,44.62303162
0D02AE82-B034-F1B9-1042AE8E99F39EDC,1/10/07,Attack,0,0,0,0,3,1,0,0,0,1,33.33013153,44.49498749
584D6DE1-9023-CB86-3683ABC38BD7568C,1/10/07,Indirect Fire,0,0,0,0,3,1,0,0,0,1,33.31397247,44.51441574
52EE631E-E1E6-FAFE-E4ED6EF9F9DE490A,1/11/07,Direct Fire,0,0,1,0,0,0,0,4,0,4,36.37306976,42.42838669
10AEF639-1143-D62E-D1AFF624381C23B6,1/11/07,Direct Fire,0,0,0,0,0,0,0,4,0,4,36.37944031,42.46506882
5DD44348-9EFD-EA14-88EB44C4EAC4FD32,1/11/07,Attack,0,0,0,1,0,0,0,0,0,1,33.26992416,44.3493042
10A508F7-DEB4-7379-951CECB65D8EC191,1/11/07,Direct Fire,0,0,0,5,0,0,0,0,0,5,33.30314636,44.30533981
10B8F473-1143-D62E-D1054E112DE3A289,1/11/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,36.33315659,43.08695221
141325FD-5056-9023-58663810F704B462,1/11/07,Direct Fire,0,0,0,0,0,0,0,3,0,3,33.34205246,43.76665497
1107E7F0-1143-D62E-D151E8DF8453D914,1/11/07,Direct Fire,0,0,0,0,0,0,0,2,0,2,33.73463058,44.61353302
11279274-5056-9023-58A764C660A2602D,1/11/07,Direct Fire,0,0,0,0,0,2,0,0,0,2,33.33197021,44.37565231
12198389-BE48-DB8F-CA98391E50D51B80,1/11/07,Direct Fire,0,0,2,3,0,0,0,0,0,3,33.293293,44.334095
530BB90D-C36E-51CC-6E20C1A03C965A47,1/11/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,32.76068115,44.25801849
17E06EF9-1143-D62E-D1245DD7840E8494,1/11/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,30.51642799,47.82191086
128D7958-5056-9023-58756EAF7BF6173B,1/11/07,Direct Fire,0,0,0,0,0,0,0,2,0,2,33.46378326,43.42884827
12287AE8-F954-B2A4-DFF6D6425906A7D5,1/11/07,Direct Fire,0,0,0,0,0,0,0,2,0,2,36.31037903,43.12871552
53153ED0-B126-7E2E-E16208869FBD4962,1/11/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,32.75465775,44.30931091
17DBD30E-0B5B-4A05-20B9A8C84E35EEEE,1/11/07,Attack,0,0,0,1,0,0,0,0,0,1,30.51642799,47.82191086
1709CCFD-1143-D62E-D1B7B8613421239C,1/12/07,Direct Fire,0,0,0,0,0,3,0,0,0,3,34.02363968,44.03166962
52DC8617-B60A-C10C-F4B0945FBCB37669,1/12/07,Indirect Fire,0,0,0,0,0,2,0,0,0,2,33.27328491,44.30418015
16AE9A65-5056-9023-586DB9AF8E591255,1/12/07,Assassination,0,0,0,1,0,0,0,0,0,1,33.35876846,43.80372238
53E95394-BA99-C832-D3A46EDF61098CEE,1/12/07,Attack,0,0,0,0,0,0,0,3,0,3,33.27706528,44.33529282
53FB6D47-00A9-985C-1E2C47BACF2092E5,1/12/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,36.35347366,43.11765671
16FC3000-5056-9023-588417C45FD4A973,1/12/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.42602539,43.30643845
192606C6-5056-9023-58596DE1E48046CA,1/12/07,Direct Fire,1,0,0,0,0,0,7,13,0,13,33.64294815,42.81973648
17EB1951-1143-D62E-D1540755886E9065,1/12/07,Direct Fire,0,0,0,0,1,1,0,0,0,1,36.35329819,43.10651779
19BA04E9-5056-9023-5883B72D1085BA68,1/12/07,Sniper Ops,0,0,0,0,0,0,0,1,0,1,33.33861923,44.37780762
223A6FE7-FDC2-53CE-CF64B666C25A43B5,1/13/07,Assassination,0,0,1,1,0,1,0,1,0,3,36.04787064,43.11608124
19F04735-5056-9023-58B5545625A8AAA4,1/13/07,Direct Fire,0,0,0,0,2,1,0,1,0,2,35.79151917,43.27373505
1A6CFE83-1143-D62E-D1A6B564D5B8BD95,1/13/07,Direct Fire,0,1,0,0,0,0,0,0,0,1,30.46935272,47.78827667
1A6F511D-5056-9023-58C8E802D39DE032,1/13/07,Direct Fire,0,0,0,0,2,2,0,0,0,2,35.51465607,44.37250137
1C0F276B-DD0A-FDF7-E1C83333D75BC7DD,1/13/07,Sniper Ops,0,0,0,1,0,0,0,0,0,1,33.31904221,44.43381119
1B1361AB-1143-D62E-D1960A3440E54F39,1/13/07,Direct Fire,0,0,1,0,0,0,2,2,0,2,36.37347412,42.44731903
1C1B14F8-CA95-15A3-745277BCD8463883,1/13/07,Indirect Fire,0,0,0,0,10,1,0,0,0,1,33.22560501,44.52134705
1B90A183-AC78-B249-1DE26CD910E33775,1/13/07,Direct Fire,0,0,0,1,1,0,0,0,0,1,33.32353973,44.25973129
2A3FE1D3-CFC0-26CC-296FC8293FA77448,1/13/07,Direct Fire,0,0,0,0,1,1,0,0,0,1,33.32307434,44.39184189
1C532336-1143-D62E-D1AF14097DFBD099,1/13/07,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.74103165,44.64265442
1C963512-1143-D62E-D13366ECC455984E,1/13/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,34.19903946,43.87229538
1C4EA520-1143-D62E-D1E0206BDBE3119C,1/13/07,Direct Fire,0,0,0,0,0,0,0,2,0,2,33.71579361,44.64815521
1F023A94-5056-9023-581272D3E45BF9FC,1/13/07,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.33685684,44.38641739
1D0A4505-CF98-A7F9-2AED45F042A93B79,1/13/07,Attack,0,0,0,1,0,0,0,0,0,1,33.39670563,44.45481491
2083A8E2-5056-9023-582CB021A6CF196D,1/13/07,Assassination,0,0,0,1,0,0,0,0,0,1,33.36362076,43.80109787
208E62FB-FEF5-4979-0452A5793BFF4260,1/13/07,Attack,0,0,0,1,0,0,0,0,0,1,33.36829376,44.36039734
1E81F1B2-5056-9023-585940DCFD4400AB,1/14/07,Direct Fire,0,0,0,0,0,0,0,3,0,3,33.41483688,43.29934311
1E6E0A81-5056-9023-58E9CB40B58499A5,1/14/07,Direct Fire,0,0,0,0,0,0,0,4,0,4,33.42493057,43.2988205
2115FEA9-E043-8C03-A364CD72D1BB2F9E,1/14/07,Direct Fire,0,0,0,1,1,0,0,0,0,1,33.29838562,44.30693436
20046989-0FB4-AB5D-AF4DAE6DB7EA7ADE,1/14/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.35680771,44.40884781
20268BCA-1143-D62E-D11FD55E21150FDB,1/14/07,Direct Fire,0,0,3,3,0,0,0,0,0,3,34.07517624,44.86343765
22395AFE-C9F9-5F3D-1206CBD4D0BB5C50,1/14/07,Direct Fire,0,0,0,0,0,0,0,2,0,2,33.34732056,44.38688278
2205344B-9167-04C4-143964D1370EA1E9,1/14/07,Sniper Ops,0,0,0,1,0,0,0,0,0,1,33.33772278,44.37888718
2086EB2D-1143-D62E-D1D2095AD27D9EBF,1/14/07,Direct Fire,0,0,0,0,0,0,0,2,0,2,33.34732056,44.38688278
246EF8CF-EE57-F78A-FB772EBB080682AE,1/14/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,36.34981537,43.11440277
21F2B755-5056-9023-58E9D403CD498F25,1/14/07,Direct Fire,0,0,0,0,0,0,0,2,0,2,33.8971405,42.62154007
245F8E73-B423-7A05-940D3D9B83F28F3A,1/14/07,Attack,0,0,2,1,0,0,0,0,0,1,30.46261978,47.80786514
24DD4C28-F2D6-7981-FCFA91A91939A4E7,1/14/07,Attack,0,0,1,4,0,0,0,2,0,6,33.10588074,44.58951569
22A6FD8A-5056-9023-58BF848E03712F7B,1/14/07,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.33685684,44.38641739
223831A2-1143-D62E-D1FE35F4682EB708,1/14/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.71488571,44.64599991
234E7722-5056-9023-58643BA97C97F595,1/14/07,Direct Fire,0,0,0,1,0,0,0,2,0,3,36.38349915,42.4482193
22B6286F-5056-9023-589AB81DE66123FD,1/14/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.71761322,44.65343475
235EAD73-1143-D62E-D1B594880FD25E96,1/15/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,30.52252769,47.82344055
23D0AFDB-5056-9023-582DD93DD303E187,1/15/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,36.38139725,42.44683838
25C79BE3-9693-46F4-81DD413516FA12A7,1/15/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.31181335,44.43063736
27070CB1-1143-D62E-D1ED3B32E624823B,1/15/07,Direct Fire,0,0,0,0,0,0,0,2,0,2,30.52313805,47.82439804
257457E7-5056-9023-58A07AA926B28C6C,1/15/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,36.34232712,43.09675598
25CCDAAC-1143-D62E-D199F3B76E4732EB,1/15/07,Direct Fire,0,0,0,0,0,2,0,0,0,2,36.33695602,43.21609497
260039F0-5056-9023-58151FD3AA32E129,1/15/07,Direct Fire,1,0,0,0,0,0,0,2,0,2,33.41482162,43.31061172
28A4400F-B505-46D0-1D62B056FE0DA00B,1/15/07,Attack,0,0,1,0,0,0,0,1,0,1,33.30817795,44.03267288
29316265-C09C-BD2A-A2FBFE2716798C94,1/15/07,Indirect Fire,0,0,0,0,0,1,0,0,0,1,30.49871445,47.84847641
2795EF22-5056-9023-58D2959BF70ABC23,1/15/07,Direct Fire,0,0,0,0,0,0,1,1,11,1,33.30899048,44.03255463
272F46E3-5056-9023-58097D305F49C3B9,1/15/07,Direct Fire,0,0,0,0,0,0,0,8,0,8,33.41481018,43.31063461
2A132FF9-5056-9023-5821192EDCD17A18,1/16/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.42008209,43.30698395
2A99AF8D-5056-9023-583D673B5654C31A,1/16/07,Direct Fire,0,1,0,0,0,0,0,0,0,1,33.41786957,43.42660904
2C0A2EB0-1143-D62E-D14E9C04E45A2096,1/16/07,SAFIRE,0,0,0,0,0,0,0,6,0,6,34.02690506,44.95916367
2B247B1C-5056-9023-5884817C503C87B8,1/16/07,Indirect Fire,0,0,0,0,2,2,0,0,0,2,33.43265533,43.28350449
2ADFCC17-5056-9023-58C0C710653C0E3B,1/16/07,Sniper Ops,0,0,0,1,0,0,0,0,0,1,33.51450348,44.21934891
2BB17A80-D9F1-0BD8-F30B732A5883A058,1/16/07,Attack,0,0,0,1,0,0,0,0,0,1,33.32093048,44.45206451
2BDA4453-DEC8-E65A-C6BEDF31691231F9,1/16/07,Indirect Fire,0,0,0,0,0,1,0,0,0,1,33.2752533,44.33423233
2BE81870-C49A-26F6-D26686B5964C4DA2,1/16/07,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.27542114,44.36644363
40432CE4-0F7F-5820-A94BC1E1C8B43FAA,1/17/07,Attack,0,0,0,1,0,0,0,0,0,1,33.10314178,44.57988358
2EC15F15-5056-9023-5826C4022A2BCA18,1/17/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.75714874,44.60371399
306167F4-C769-2D5F-A619FA571B0980FF,1/17/07,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.09524155,44.10734177
3F829E91-B34B-460A-E3BEAD89651EFF94,1/17/07,Direct Fire,0,0,0,5,0,0,0,0,0,5,33.31835938,44.29952621
302FE11F-F4B7-C2EC-666B850BF073D225,1/17/07,Direct Fire,0,0,0,0,0,0,4,2,0,2,33.33232117,44.38107681
